company_id,company_name,counter_party,created_at,currency,invoice_date,invoice_due_date,invoice_id,invoice_number,totalAmount
640cf7f1-51c7-4c74-bff4-074303a1b191,Vector Velocity Inc,Retail Innovation Hub,2025-01-10 00:00:00,EUR,2025-01-10,2025-01-24,f5a2c53d-cec0-4e56-8f53-3f7fdd4d1e08,INV-2025-0592,275.58
08804b48-7b03-4a08-8eff-72e3a2d1527c,Tensor Trading Ltd,Innovation Partners,2025-01-10 01:00:00,EUR,2025-01-10,2025-02-09,55a91084-12fc-42c5-b059-ad2288f1ef68,INV-2025-0742,2721.36
ed811a71-439e-4c49-bfb8-8fb407c39428,DataLake Ventures,Wholesale Dynamics GmbH,2025-01-10 01:00:00,EUR,2025-01-10,2025-02-09,f92acf5c-a1f3-4936-9691-3f86c2a399b5,INV-2025-0854,1725.42
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,Enterprise Solutions AG,2025-01-10 10:00:00,EUR,2025-01-10,2025-03-11,fc963a19-a9d9-410d-878d-b5ba1e774e6d,INV-2025-0928,3237.64
c5ccae70-d802-4502-8b25-9be976292ccb,Pipeline Pioneers AG,Smart Industries,2025-01-12 09:00:00,EUR,2025-01-12,2025-03-13,655cffe1-689c-4514-aa4e-764eae9c373b,INV-2025-0324,114.78
640cf7f1-51c7-4c74-bff4-074303a1b191,Vector Velocity Inc,TechMart Distribution,2025-01-12 07:00:00,EUR,2025-01-12,2025-01-26,a0f7d389-5b06-4522-8bbc-edf5077414eb,INV-2025-0805,2694.14
d66bfb15-e693-4219-9cb0-c5ecbb61a994,ETL Enterprises,Cloud Systems,2025-01-12 07:00:00,EUR,2025-01-12,2025-02-26,a221078a-4bbf-4797-af6f-f23a4c9843a4,INV-2025-0986,3443.78
08804b48-7b03-4a08-8eff-72e3a2d1527c,Tensor Trading Ltd,Global Services Ltd,2025-01-13 01:00:00,EUR,2025-01-13,2025-03-14,1581773c-d505-4750-b4d7-14e338a186d7,INV-2025-0393,2138.28
ed811a71-439e-4c49-bfb8-8fb407c39428,DataLake Ventures,Global Services Ltd,2025-01-14 10:00:00,EUR,2025-01-14,2025-03-15,2d5a240b-b87f-44eb-b4e1-8aec92dc81b1,INV-2025-0085,3348.7
c5ccae70-d802-4502-8b25-9be976292ccb,Pipeline Pioneers AG,BigRetail Inc,2025-01-14 12:00:00,EUR,2025-01-14,2025-01-28,e4d77ade-57e3-4514-9b03-b98baa3b49d5,INV-2025-0124,3404.06
14d14894-f81d-4dc6-afbe-8e41399d4c98,Neural Networks & Co,Retail Innovation Hub,2025-01-14 01:00:00,EUR,2025-01-14,2025-02-13,9047b763-851c-4cbe-9fa3-83a3191b507c,INV-2025-0257,1996.24
cc007a93-8d8e-444c-bb8c-ae3db9871347,ByteForge Analytics,Advanced Solutions,2025-01-14 00:00:00,EUR,2025-01-14,2025-02-28,c4dd1d6e-aa2c-437f-8481-ce3b5a7bb887,INV-2025-0485,243.59
86ebdf1a-a247-4893-866c-f6eb3e86ecee,DataWizards GmbH,Digital Ventures,2025-01-14 04:00:00,EUR,2025-01-14,2025-03-15,188e8d2d-f41b-40e7-a4bd-170717f177b1,INV-2025-0728,4980.47
d66bfb15-e693-4219-9cb0-c5ecbb61a994,ETL Enterprises,Cloud Systems,2025-01-14 08:00:00,EUR,2025-01-14,2025-02-28,4687e6a7-5284-4823-bc34-8fa25c8e038b,INV-2025-0816,3921.15
86ebdf1a-a247-4893-866c-f6eb3e86ecee,DataWizards GmbH,Advanced Solutions,2025-01-15 10:00:00,EUR,2025-01-15,2025-01-29,43e05995-d89d-424d-ac97-e4dc3ca435a2,INV-2025-0271,3243.12
08804b48-7b03-4a08-8eff-72e3a2d1527c,Tensor Trading Ltd,Future Tech,2025-01-16 05:00:00,USD,2025-01-16,2025-03-02,e601ecf3-df82-4cd9-8e65-586cd3c13976,INV-2025-0369,2307.7
14d14894-f81d-4dc6-afbe-8e41399d4c98,Neural Networks & Co,Global Services Ltd,2025-01-16 04:00:00,USD,2025-01-16,2025-03-02,4028e2b4-7b37-4b2b-8375-e7409b69a7e7,INV-2025-0451,1432.7
c5ccae70-d802-4502-8b25-9be976292ccb,Pipeline Pioneers AG,TechMart Distribution,2025-01-16 11:00:00,EUR,2025-01-16,2025-02-15,76cca08e-9c44-446d-9623-612a081ba8fd,INV-2025-0889,2991.8
14d14894-f81d-4dc6-afbe-8e41399d4c98,Neural Networks & Co,Global Trading Partners,2025-01-17 03:00:00,EUR,2025-01-17,2025-03-03,4d80c5c8-56a5-4b74-b6e6-694f4e481cad,INV-2025-0030,1266.22
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,Metro Commerce Ltd,2025-01-17 05:00:00,EUR,2025-01-17,2025-03-03,7c056456-bdb3-4b95-be15-76cc9383a250,INV-2025-0326,3867.96
11978bfd-02c2-42b7-989e-7b1306238c5c,Quantum Query Labs,Smart Industries,2025-01-17 04:00:00,EUR,2025-01-17,2025-03-18,2a535180-0b57-4931-a457-d55580cc9698,INV-2025-0533,1865.84
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,Cloud Systems,2025-01-17 00:00:00,EUR,2025-01-17,2025-03-03,d8b8c76a-f44a-44f4-b5eb-639622e1bb70,INV-2025-0745,3777.79
cc007a93-8d8e-444c-bb8c-ae3db9871347,ByteForge Analytics,Digital Ventures,2025-01-17 06:00:00,EUR,2025-01-17,2025-03-03,d5219932-2cf9-45f0-b1a4-a24bd907beb1,INV-2025-0837,529.74
08804b48-7b03-4a08-8eff-72e3a2d1527c,Tensor Trading Ltd,Future Tech,2025-01-17 05:00:00,EUR,2025-01-17,2025-03-03,8100ec5a-77ac-4d90-99cd-12349885139a,INV-2025-0857,2535.57
11978bfd-02c2-42b7-989e-7b1306238c5c,Quantum Query Labs,Wholesale Dynamics GmbH,2025-01-18 03:00:00,EUR,2025-01-18,2025-02-17,1477b47f-55a8-4ba8-b05b-c9bf554239d3,INV-2025-0690,3402.72
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,Enterprise Solutions AG,2025-01-19 05:00:00,EUR,2025-01-19,2025-03-05,39e2fa04-24c3-4e24-850b-fa0c1a6128c2,INV-2025-0244,3976.44
640cf7f1-51c7-4c74-bff4-074303a1b191,Vector Velocity Inc,Digital Ventures,2025-01-19 00:00:00,EUR,2025-01-19,2025-03-20,4033fb4d-c6d3-4e38-8258-1bdc7fef3ae2,INV-2025-0862,4337.57
cc007a93-8d8e-444c-bb8c-ae3db9871347,ByteForge Analytics,Enterprise Solutions AG,2025-01-19 10:00:00,USD,2025-01-19,2025-03-05,ade6b185-6c93-46a2-aec8-0b2c5ed782d2,INV-2025-0902,2862.16
640cf7f1-51c7-4c74-bff4-074303a1b191,Vector Velocity Inc,Enterprise Solutions AG,2025-01-20 06:00:00,EUR,2025-01-20,2025-02-19,c83ef837-ee19-4993-9ec4-4a48335cb3f9,INV-2025-0307,4204.26
d66bfb15-e693-4219-9cb0-c5ecbb61a994,ETL Enterprises,Enterprise Solutions AG,2025-01-20 03:00:00,EUR,2025-01-20,2025-02-03,682bad05-948f-4753-907b-07f321119452,INV-2025-0822,4152.35
8dc770fa-fb71-497b-aecf-2fdebe09ad80,Gradient Descent Industries,European E-Commerce AG,2025-01-21 05:00:00,EUR,2025-01-21,2025-02-04,59e8997a-9f9b-4dc8-bc5f-ab91c7715c55,INV-2025-0042,2959.99
ed811a71-439e-4c49-bfb8-8fb407c39428,DataLake Ventures,Global Trading Partners,2025-01-21 08:00:00,EUR,2025-01-21,2025-02-04,e72d4a1f-e53e-4849-86a8-91b44a66343b,INV-2025-0286,3596.6
8dc770fa-fb71-497b-aecf-2fdebe09ad80,Gradient Descent Industries,Nordic Supply Chain,2025-01-21 12:00:00,EUR,2025-01-21,2025-02-20,ed26c5d9-9fff-4ad2-a11b-9538589075f9,INV-2025-0948,4252.1
14d14894-f81d-4dc6-afbe-8e41399d4c98,Neural Networks & Co,Retail Innovation Hub,2025-01-22 01:00:00,EUR,2025-01-22,2025-02-05,76be9ac8-7265-4ddd-bcf7-e34844c37b69,INV-2025-0639,2031.0
ed811a71-439e-4c49-bfb8-8fb407c39428,DataLake Ventures,Advanced Solutions,2025-01-22 07:00:00,EUR,2025-01-22,2025-03-23,b7bf36c0-e98d-405f-9edf-da39d3c2deb4,INV-2025-0705,1645.54
ed811a71-439e-4c49-bfb8-8fb407c39428,DataLake Ventures,European E-Commerce AG,2025-01-22 11:00:00,EUR,2025-01-22,2025-03-08,0f368a57-5906-4aee-9612-f612d9eef6cc,INV-2025-0786,832.94
08804b48-7b03-4a08-8eff-72e3a2d1527c,Tensor Trading Ltd,European E-Commerce AG,2025-01-22 07:00:00,EUR,2025-01-22,2025-03-23,647f8e09-9459-466b-93f2-9fa5ea147e4b,INV-2025-0939,4054.81
2219af27-6da7-41a3-ac79-abce340fe56d,CloudStream Insights,Nordic Supply Chain,2025-01-23 06:00:00,USD,2025-01-23,2025-03-09,0b92cfcf-606b-41fe-8a27-58ca001dc989,INV-2025-0140,3555.62
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,FastTrack Logistics,2025-01-23 09:00:00,EUR,2025-01-23,2025-03-24,beea9dfd-f77e-4786-85db-24ea0a830903,INV-2025-0225,3625.97
11978bfd-02c2-42b7-989e-7b1306238c5c,Quantum Query Labs,European E-Commerce AG,2025-01-23 00:00:00,EUR,2025-01-23,2025-02-22,b92e6246-9099-41bd-bcdc-fbb7a8ce40d9,INV-2025-0666,889.53
c5ccae70-d802-4502-8b25-9be976292ccb,Pipeline Pioneers AG,Digital Ventures,2025-01-23 08:00:00,EUR,2025-01-23,2025-02-06,fb1e2b2d-8dda-4c7f-9352-54f0e109d8ab,INV-2025-0863,4457.01
c5ccae70-d802-4502-8b25-9be976292ccb,Pipeline Pioneers AG,BigRetail Inc,2025-01-24 03:00:00,EUR,2025-01-24,2025-02-23,7156d0d2-704b-4fa7-8318-e8ca6f94cd9f,INV-2025-0197,3036.69
14d14894-f81d-4dc6-afbe-8e41399d4c98,Neural Networks & Co,Enterprise Solutions AG,2025-01-24 01:00:00,EUR,2025-01-24,2025-03-25,79c210fb-dea0-44d6-9281-c4e7f3a561cf,INV-2025-0325,412.42
14d14894-f81d-4dc6-afbe-8e41399d4c98,Neural Networks & Co,European E-Commerce AG,2025-01-24 09:00:00,GBP,2025-01-24,2025-03-10,af258037-292e-453e-b161-255e2a5f976f,INV-2025-0561,2334.04
8dc770fa-fb71-497b-aecf-2fdebe09ad80,Gradient Descent Industries,Future Tech,2025-01-25 08:00:00,USD,2025-01-25,2025-02-24,e63000f0-410b-4b19-9a07-83a02f64b64d,INV-2025-0333,2071.1
d66bfb15-e693-4219-9cb0-c5ecbb61a994,ETL Enterprises,TechMart Distribution,2025-01-25 08:00:00,EUR,2025-01-25,2025-03-26,ce38439f-aa46-4dad-9b4e-f9540ff834b9,INV-2025-0613,4787.84
2219af27-6da7-41a3-ac79-abce340fe56d,CloudStream Insights,Smart Industries,2025-01-26 03:00:00,GBP,2025-01-26,2025-02-25,393200e5-1153-441b-b2a8-d12ec4f3466c,INV-2025-0537,3921.17
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,Premium Services,2025-01-26 05:00:00,USD,2025-01-26,2025-02-09,beeb632b-93ae-445a-b31c-44d01840c8a2,INV-2025-0576,4383.29
d66bfb15-e693-4219-9cb0-c5ecbb61a994,ETL Enterprises,Premium Services,2025-01-26 12:00:00,EUR,2025-01-26,2025-02-25,a197d3bd-08c2-4c8f-a8a8-2be07dbd6802,INV-2025-0824,2050.4
c5ccae70-d802-4502-8b25-9be976292ccb,Pipeline Pioneers AG,Enterprise Solutions AG,2025-01-27 00:00:00,EUR,2025-01-27,2025-02-10,e10c74d4-586c-492d-81e4-803736c84773,INV-2025-0050,4163.81
14d14894-f81d-4dc6-afbe-8e41399d4c98,Neural Networks & Co,European E-Commerce AG,2025-01-27 01:00:00,EUR,2025-01-27,2025-02-26,117fc0b5-1f57-4836-9af5-bb27ca957178,INV-2025-0958,242.42
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,Digital Ventures,2025-01-28 10:00:00,EUR,2025-01-28,2025-02-11,59690b8a-2f31-40d1-9daf-98f045b9e54b,INV-2025-0552,1053.26
08804b48-7b03-4a08-8eff-72e3a2d1527c,Tensor Trading Ltd,Global Trading Partners,2025-01-28 11:00:00,USD,2025-01-28,2025-02-27,ca2d0cbb-ceee-46c9-b782-71f7f964262c,INV-2025-0594,1726.67
ed811a71-439e-4c49-bfb8-8fb407c39428,DataLake Ventures,Wholesale Dynamics GmbH,2025-01-28 01:00:00,USD,2025-01-28,2025-02-11,bed0405a-4768-4ca5-b15b-df6b18d2134a,INV-2025-0888,4121.69
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,FastTrack Logistics,2025-01-28 02:00:00,EUR,2025-01-28,2025-03-29,61aa47b7-c21c-45e8-83e0-684bbb6555e9,INV-2025-0962,4646.65
08804b48-7b03-4a08-8eff-72e3a2d1527c,Tensor Trading Ltd,Future Tech,2025-01-29 08:00:00,EUR,2025-01-29,2025-03-15,ec755bef-6c08-41d3-8d24-6762e2c38497,INV-2025-0148,2210.37
11978bfd-02c2-42b7-989e-7b1306238c5c,Quantum Query Labs,TechMart Distribution,2025-01-29 09:00:00,EUR,2025-01-29,2025-02-28,a531ec84-81a1-427d-a6c2-87942ba31808,INV-2025-0334,1517.39
86ebdf1a-a247-4893-866c-f6eb3e86ecee,DataWizards GmbH,Global Services Ltd,2025-01-30 09:00:00,USD,2025-01-30,2025-03-16,6eecf27c-63d4-4729-8047-ae232450ba3e,INV-2025-0211,475.98
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,Cloud Systems,2025-01-30 06:00:00,GBP,2025-01-30,2025-03-31,a6c8b8fd-8ed4-46cf-a8e1-852ee644642a,INV-2025-0340,2830.71
d66bfb15-e693-4219-9cb0-c5ecbb61a994,ETL Enterprises,Innovation Partners,2025-01-30 09:00:00,EUR,2025-01-30,2025-02-13,0cfb9c6c-44d7-4f15-ab14-3650cf22dcb4,INV-2025-0556,1125.97
640cf7f1-51c7-4c74-bff4-074303a1b191,Vector Velocity Inc,Premium Services,2025-01-30 01:00:00,EUR,2025-01-30,2025-03-16,b68ef693-651b-472f-9571-3a8f63f89f6c,INV-2025-0769,3698.07
d66bfb15-e693-4219-9cb0-c5ecbb61a994,ETL Enterprises,Enterprise Solutions AG,2025-01-31 12:00:00,USD,2025-01-31,2025-02-14,1a8dab8f-6332-4e00-abd9-240b8f4e5e88,INV-2025-0353,464.22
640cf7f1-51c7-4c74-bff4-074303a1b191,Vector Velocity Inc,Global Trading Partners,2025-01-31 12:00:00,EUR,2025-01-31,2025-03-02,da316f3c-45a6-4a62-8a96-341e66757609,INV-2025-0581,4565.01
86ebdf1a-a247-4893-866c-f6eb3e86ecee,DataWizards GmbH,Wholesale Dynamics GmbH,2025-02-01 10:00:00,EUR,2025-02-01,2025-03-03,9d2e65af-3026-43dc-a345-0d92bcc49614,INV-2025-0475,4136.0
640cf7f1-51c7-4c74-bff4-074303a1b191,Vector Velocity Inc,Wholesale Dynamics GmbH,2025-02-02 05:00:00,USD,2025-02-02,2025-02-16,94e3e2ac-d26e-402c-ae69-247b34eb7424,INV-2025-0401,2730.76
86ebdf1a-a247-4893-866c-f6eb3e86ecee,DataWizards GmbH,European E-Commerce AG,2025-02-02 12:00:00,EUR,2025-02-02,2025-03-19,d6f2aa80-9839-4c95-a682-0d987e64de83,INV-2025-0584,160.57
86ebdf1a-a247-4893-866c-f6eb3e86ecee,DataWizards GmbH,European E-Commerce AG,2025-02-02 01:00:00,EUR,2025-02-02,2025-03-19,2be2e875-1c55-46cb-b6af-4da22c287190,INV-2025-0982,2482.51
c5ccae70-d802-4502-8b25-9be976292ccb,Pipeline Pioneers AG,TechMart Distribution,2025-02-03 03:00:00,GBP,2025-02-03,2025-03-05,926e5e8b-2118-47f7-8252-39a22be49c8f,INV-2025-0014,2879.18
2219af27-6da7-41a3-ac79-abce340fe56d,CloudStream Insights,Metro Commerce Ltd,2025-02-03 12:00:00,EUR,2025-02-03,2025-03-20,861eab33-174e-4224-bbe1-9394f0795e09,INV-2025-0879,3500.89
8dc770fa-fb71-497b-aecf-2fdebe09ad80,Gradient Descent Industries,Future Tech,2025-02-04 09:00:00,EUR,2025-02-04,2025-03-06,efe52918-e8aa-47de-9936-7bab8153558e,INV-2025-0041,4713.82
08804b48-7b03-4a08-8eff-72e3a2d1527c,Tensor Trading Ltd,Nordic Supply Chain,2025-02-04 05:00:00,EUR,2025-02-04,2025-02-18,7eb3df1d-f014-457e-94af-7ebfaf7ef3af,INV-2025-0240,2403.66
d66bfb15-e693-4219-9cb0-c5ecbb61a994,ETL Enterprises,Smart Industries,2025-02-05 00:00:00,USD,2025-02-05,2025-02-19,4e0670b6-313c-4726-bd72-574aa40fb993,INV-2025-0089,4753.1
c5ccae70-d802-4502-8b25-9be976292ccb,Pipeline Pioneers AG,Premium Services,2025-02-05 03:00:00,EUR,2025-02-05,2025-04-06,94dcc05e-1abf-4cd5-aaa3-5cb580a285da,INV-2025-0386,781.98
08804b48-7b03-4a08-8eff-72e3a2d1527c,Tensor Trading Ltd,Digital Ventures,2025-02-07 01:00:00,EUR,2025-02-07,2025-02-21,348032b7-8d81-4eaa-b4c1-23fd53e5ea2b,INV-2025-0044,4992.43
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,FastTrack Logistics,2025-02-07 03:00:00,EUR,2025-02-07,2025-02-21,679757c9-1a2e-48a8-a49a-f3e79924b528,INV-2025-0274,2136.55
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,Digital Ventures,2025-02-07 01:00:00,EUR,2025-02-07,2025-02-21,76b4ced4-1869-4a2b-8cbe-7399f47735d7,INV-2025-0505,1661.71
ed811a71-439e-4c49-bfb8-8fb407c39428,DataLake Ventures,Global Trading Partners,2025-02-08 04:00:00,EUR,2025-02-08,2025-03-10,38ab7e39-5b12-4e74-a1b9-8429296b423a,INV-2025-0117,2307.47
86ebdf1a-a247-4893-866c-f6eb3e86ecee,DataWizards GmbH,Enterprise Solutions AG,2025-02-08 02:00:00,GBP,2025-02-08,2025-03-25,3d2e202a-bd5b-4d58-bcf1-e55bcbe46780,INV-2025-0364,2861.2
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,Wholesale Dynamics GmbH,2025-02-08 07:00:00,EUR,2025-02-08,2025-02-22,cbe7b5a0-8073-44d0-9a03-3b2c02d98f77,INV-2025-0421,3774.03
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,Metro Commerce Ltd,2025-02-08 11:00:00,GBP,2025-02-08,2025-04-09,42277b61-a2c1-4cd9-9792-abc3dbbbd84e,INV-2025-0922,1454.28
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,Retail Innovation Hub,2025-02-09 01:00:00,EUR,2025-02-09,2025-03-26,01a2256f-3cff-409d-8479-f9d5b3a645b7,INV-2025-0078,1745.65
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,Metro Commerce Ltd,2025-02-09 04:00:00,EUR,2025-02-09,2025-03-26,d47ec579-4b40-4fe1-9f9b-6e07392e5c36,INV-2025-0201,2909.66
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,Advanced Solutions,2025-02-09 03:00:00,EUR,2025-02-09,2025-03-11,a9923e18-469f-47ce-912d-214ed8d8dad1,INV-2025-0256,2050.37
da36911c-7145-4c19-8e82-35c39f3a2e9c,AlgoRhythm Solutions,Global Trading Partners,2025-02-09 09:00:00,EUR,2025-02-09,2025-03-26,338b9bed-5272-442c-8f49-54d3c930eff7,INV-2025-0379,1308.29
08804b48-7b03-4a08-8eff-72e3a2d1527c,Tensor Trading Ltd,Global Services Ltd,2025-02-09 11:00:00,EUR,2025-02-09,2025-03-11,bbba353d-50cd-43d3-8ec6-4290a506e0d3,INV-2025-0500,1665.64
c5ccae70-d802-4502-8b25-9be976292ccb,Pipeline Pioneers AG,Nordic Supply Chain,2025-02-11 07:00:00,USD,2025-02-11,2025-04-12,cd4976d7-e3aa-4943-9fbe-075fed07c4b2,INV-2025-0512,1610.93
d66bfb15-e693-4219-9cb0-c5ecbb61a994,ETL Enterprises,Wholesale Dynamics GmbH,2025-02-11 00:00:00,USD,2025-02-11,2025-03-28,27be667d-d247-48d7-bebf-0abfce68b53b,INV-2025-0977,368.58
cc007a93-8d8e-444c-bb8c-ae3db9871347,ByteForge Analytics,TechMart Distribution,2025-02-12 09:00:00,USD,2025-02-12,2025-04-13,faf500b7-38bf-4bf4-a47b-b90fc98554ff,INV-2025-0362,3260.05
